Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,hour,age,distance,amount_band,risk_score,risk_level
496618,2020-12-19 03:43:33,4807552641361,fraud_Conroy-Cruickshank,gas_transport,47.0,Kimberly,Castro,F,588 Smith Lights Suite 786,Rosewood,OH,43070,40.2158,-83.9579,133,Professor Emeritus,1954-01-29,8ba4c2c7de212e85e35290f8dabe6586,1387424613,40.397326,-84.899087,0,3,72,0.9585325542958872,Medium,50,Medium Risk
274977,2020-10-01 13:05:21,180042946491150,fraud_Jacobi and Sons,shopping_pos,3.7,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",1989-02-28,1b90ef797b9b29ab03ff5fc7c7f245db,1380632721,28.457227000000003,-82.26832399999999,0,13,37,0.8083148600050669,Low,10,Low Risk
219788,2020-09-07 13:51:56,3585740823295298,"fraud_Kuhic, Bins and Pfeffer",shopping_net,1.61,James,Greene,M,082 Hernandez Bypass Apt. 886,Quanah,TX,79252,34.2956,-99.7494,3202,"Librarian, public",1998-03-18,1816a3f38609af9104b9639ae977244d,1378561916,33.669673,-99.108902,0,13,28,0.8955569760394861,Low,10,Low Risk
346112,2020-11-01 22:55:35,30273037698427,fraud_Kozey-Kuhlman,personal_care,7.81,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,c2580ce79219dfa9bc6d359be5ad247e,1383346535,34.616858,-91.559968,0,22,26,0.96518780223747,Low,40,Medium Risk
403065,2020-11-26 20:39:33,3552581383553463,"fraud_Schoen, Nienow and Bauch",personal_care,135.81,Jonathan,Castro,M,200 Christie Mills Apt. 307,Andrews,NC,28901,35.1959,-83.8228,5354,Retail buyer,1965-04-13,3b76fbc0992cf71145cb8e4f7709cd6a,1385498373,34.23578,-84.27918100000001,0,20,61,1.0630682158549438,Very High,40,Medium Risk
303361,2020-10-13 15:43:36,2242542703101233,"fraud_Turcotte, Batz and Buckridge",health_fitness,33.9,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996-04-10,2f6887c25f2fa17d887f5507188f8bbc,1381679016,37.780528,-85.870429,0,15,30,0.8252775024347926,Medium,20,Low Risk
324710,2020-10-23 13:26:18,30011465039817,fraud_Pacocha-Weissnat,kids_pets,44.38,Lisa,Garcia,F,213 Gill Expressway,Chatham,NY,12037,42.3496,-73.5873,4015,Human resources officer,1971-10-14,76122ab6bd2cb8cb463872d7c860d929,1382534778,42.729764,-72.59494699999999,0,13,55,1.0626801699029758,Medium,20,Low Risk
357022,2020-11-06 18:37:03,5456776410929288,fraud_Howe PLC,entertainment,7.03,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,1954-05-25,cffab310957ef0af3bddd2a5ea6e7654,1383763023,41.944823,-78.85225600000001,0,18,72,1.311828797086332,Low,10,Low Risk
124403,2020-08-03 17:43:07,36913587729122,fraud_Thiel Ltd,travel,2.71,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,ffef2b659ec40b9c16418ec1b9d264a1,1375551787,44.384271000000005,-116.435635,0,17,55,0.7344882579497165,Low,10,Low Risk
444637,2020-12-07 13:47:10,4260128500325,fraud_Denesik and Sons,shopping_pos,158.14,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",1997-08-04,dca1d731889542efaec665d201c2895b,1386424030,36.56693,-83.036107,0,13,29,0.7247492959286045,Very High,40,Medium Risk
344069,2020-11-01 06:21:36,3567697931646329,fraud_Rau and Sons,grocery_pos,76.96,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,1998-07-29,a438384b92e4151450573214e896fb1a,1383286896,42.017063,-74.585789,0,6,28,0.8618289336579537,High,0,Low Risk
420978,2020-12-01 19:39:23,371284424780634,fraud_Crona and Sons,kids_pets,17.82,Jeremy,Moore,M,574 Patricia Extensions,Lubbock,TX,79413,33.5466,-101.8871,254282,"Doctor, general practice",1952-01-29,f53c638c2aa70a40bf9fa9c52fb8e11a,1385926763,33.95471,-101.780746,0,19,74,0.42174037679122295,Medium,20,Low Risk
277556,2020-10-02 21:28:26,30407675418785,fraud_Romaguera and Sons,travel,1885.46,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,897f0d091c1b979d7ccaf53e0478ab63,1380749306,43.038061,-77.67809399999999,0,21,35,1.2648954462551394,Very High,40,Medium Risk
386046,2020-11-19 01:30:30,213174467670432,fraud_Friesen-Stamm,gas_transport,66.61,James,Bishop,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,783ce3fa1f0b1e9cfd41920c2f663327,1384824630,39.522987,-76.73733100000001,0,1,57,0.8803537697596526,High,30,Medium Risk
409834,2020-11-30 00:49:29,213141712584544,fraud_Kuhn LLC,misc_net,10.07,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,d6ac8f5a85e99cab20549cefbb132145,1385772569,32.983905,-89.70459699999999,0,0,42,0.9297193294935907,Medium,50,Medium Risk
159875,2020-08-16 16:06:27,6011348830550197,fraud_Stark-Batz,entertainment,313.22,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,7b3f30bc6e418c6b47210e45e40718cc,1376669187,33.315419,-86.276958,0,16,46,0.5342034563020086,Very High,40,Medium Risk
390842,2020-11-21 18:35:33,2222157926772399,fraud_Pacocha-Bauch,shopping_pos,5.39,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",1987-02-26,d77c4d46a803fc3e6561df7efd5578a4,1385058933,33.068347,-97.028912,0,18,39,0.775247703610277,Low,10,Low Risk
99821,2020-07-26 12:00:19,4079773899158,fraud_Osinski Inc,personal_care,40.84,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,9bff9cb6881d8a0cecc188e22405f944,1374840019,45.350091,-116.286417,0,12,61,0.7426728680717999,Medium,20,Low Risk
473878,2020-12-14 02:05:16,2703186189652095,fraud_Bahringer-Larson,grocery_net,94.68,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",1988-03-09,245be945ccdd15ae50cfd31bc665eca4,1386986716,35.576495,-81.26205999999999,0,2,38,0.5092735950596675,Very High,70,High Risk
227963,2020-09-11 01:42:25,2348245054386329,fraud_Mayert Group,shopping_pos,3.25,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,1946-02-02,fc83d9839c6ce92fb153d5576a3df4f6,1378863745,42.978111,-80.446972,0,1,80,0.9474494441947872,Low,40,Medium Risk
206350,2020-09-01 12:43:22,3567527758368741,"fraud_Bahringer, Osinski and Block",food_dining,31.03,Amanda,Vance,F,14601 Downs Skyway Apt. 440,Sterling City,TX,76951,31.8351,-101.0017,1143,"Scientist, biomedical",1962-03-19,f08dbc0d1a65c737cff6af3d490b1e9c,1378039402,32.552987,-100.828833,0,12,64,0.738406896269259,Medium,20,Low Risk
479524,2020-12-14 23:04:33,213191402330021,fraud_Bode-Schuster,kids_pets,47.63,Thomas,Sullivan,M,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",2004-03-18,4d48ca4d5e2464609166515566208f80,1387062273,42.465692,-88.16470699999999,0,23,22,0.5163593987844098,High,30,Medium Risk
537533,2020-12-28 03:31:22,213180742685905,"fraud_Zieme, Bode and Dooley",gas_transport,61.1,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,e49dbb4f99e02d52be0319b67aa6b4be,1388201482,39.876161,-123.297728,0,3,75,0.9250446016841478,High,30,Medium Risk
343545,2020-10-31 23:59:40,344709867813900,fraud_Waelchi-Wolf,kids_pets,67.0,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,dc8c7ec1e3206964c710e45f4eb203d2,1383263980,26.658336,-81.674112,0,23,40,0.8331996357656444,High,30,Medium Risk
215839,2020-09-06 02:48:17,372509258176510,"fraud_Yost, Block and Koepp",misc_pos,7.96,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,701ea30c83470a1a4a54232917a0615c,1378435697,42.091662,-82.92822,0,2,41,0.9933976987309804,Low,40,Medium Risk
139748,2020-08-09 12:59:43,2280870154157385,"fraud_Conroy, Balistreri and Gorczany",health_fitness,126.02,Katherine,Cooper,F,3854 Lauren Springs Suite 648,Oakford,IL,62673,40.0994,-89.9601,530,Transport planner,1967-09-23,10bea3c1cdce4fc589bc5827b0102925,1376053183,39.847418,-90.944696,0,12,59,1.0163287910612369,Very High,40,Medium Risk
232698,2020-09-13 10:53:59,4634955908138648,fraud_Kling Inc,gas_transport,81.05,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,200ff7043f8e3b7abb621d216cee80b4,1379069639,42.521333,-96.491788,0,10,53,0.8804934969850727,High,0,Low Risk
97929,2020-07-25 19:05:20,213195754007681,fraud_Windler LLC,kids_pets,16.17,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,1969-07-24,6dfc2a8bfc92a68c50aef091d510c7aa,1374779120,41.671531,-92.096569,0,19,57,0.47302751962438994,Medium,20,Low Risk
505317,2020-12-21 00:08:23,3514865930894695,fraud_Kassulke PLC,shopping_net,3.16,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,1967-08-30,e69b5c6cdb36d820075f50c19a4c5dd7,1387584503,32.314060999999995,-106.06462,0,0,59,0.6720694598931028,Low,40,Medium Risk
105462,2020-07-27 21:59:06,3581130339108561,"fraud_Ritchie, Oberbrunner and Cremin",travel,1.51,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,9d373c3548b316ed81a8042d17449a86,1374962346,40.837013,-81.91922199999999,0,21,62,0.4373358700735541,Low,10,Low Risk
425934,2020-12-03 05:07:44,2713913904780408,fraud_Block Group,misc_pos,23.96,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,4b25d3ababe1fe71f85dd13198f1bf95,1386047264,33.30469,-91.253149,0,5,62,0.9375470671390372,Medium,20,Low Risk
285619,2020-10-05 23:43:12,30092964733035,fraud_Boyer PLC,misc_pos,129.4,Jessica,Terry,F,6412 Elizabeth Gardens Suite 633,Maysville,KY,41056,38.6207,-83.8067,14228,Advertising account executive,1971-03-26,22ccd83506896d3293c1528b2ca47cb6,1381016592,38.60431,-84.786663,0,23,55,0.9801000527849164,Very High,70,High Risk
228948,2020-09-11 14:59:41,6526448584969862,fraud_Kris-Kertzmann,travel,5.65,Nathan,Stewart,M,63502 Brown Road Apt. 318,West Long Branch,NJ,7764,40.2878,-74.0162,8097,Mechanical engineer,1964-02-18,c0664f8dbc4cc17fd4b5b1696e01eb9d,1378911581,40.407292,-73.672758,0,14,62,0.3636354567805476,Low,10,Low Risk
158161,2020-08-16 02:39:14,341546199006537,"fraud_Raynor, Feest and Miller",gas_transport,72.5,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,44917aa4c1564faef143305f91256c4e,1376620754,65.245564,-166.630922,0,2,87,1.0765783112156697,High,30,Medium Risk
90025,2020-07-22 00:53:04,4783226709001,"fraud_Osinski, Ledner and Leuschke",grocery_pos,159.84,Jessica,Garcia,F,13108 Jennifer Passage,Mc Cracken,KS,67556,38.5957,-99.554,320,Film/video editor,1961-04-22,48f4f146aa8b5c381c95e760361f1e1f,1374454384,39.158179,-98.650155,0,0,65,1.0645742855554998,Very High,70,High Risk
391753,2020-11-22 04:24:04,2248348993063230,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,2.88,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1960-08-05,bf0705f9d7a487db82f2b3f6152abe53,1385094244,41.522099,-81.44431999999999,0,4,66,0.5318099679406104,Low,10,Low Risk
109326,2020-07-28 21:47:07,4364010865167176,"fraud_Koss, Hansen and Lueilwitz",home,28.18,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,1997-03-12,81178fc351373e886518f1c6212bc453,1375048027,39.050942,-120.308138,0,21,29,0.7141132151192845,Medium,20,Low Risk
425158,2020-12-02 22:39:20,213161231269724,fraud_Cormier LLC,health_fitness,23.45,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,706105e89c2c8b7fd1cbc88bd8ee0549,1386023960,34.476502,-86.014641,0,22,63,0.43785996127186755,Medium,50,Medium Risk
519192,2020-12-23 13:04:54,4873783502705038,fraud_Larkin Ltd,kids_pets,56.35,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,1974-03-10,33d805873d49fe0496aaaecf09e2ecc7,1387803894,49.360499,-121.81413700000002,0,13,52,1.0239743639222534,High,0,Low Risk
177810,2020-08-23 01:24:46,676102124465,"fraud_Goldner, Kovacek and Abbott",grocery_pos,221.65,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,1985-08-21,4b4813dd994ba85bdc5f08b22ad25fd0,1377221086,38.568288,-123.036975,0,1,41,0.7887675000714712,Very High,70,High Risk
253574,2020-09-21 23:19:25,4683520018489354,fraud_Hills-Witting,shopping_net,9.83,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",1995-04-19,5cd0e3ed480c090901b653420f945736,1379805565,34.411566,-118.552393,0,23,31,0.5371408022157705,Medium,50,Medium Risk
318777,2020-10-20 11:56:05,4311368326621416041,"fraud_Tillman, Fritsch and Schmitt",misc_net,2.58,Phillip,Delacruz,M,26678 Lisa Locks Apt. 904,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,1969-09-21,347283774668ce9596a0167c0e8bbd52,1382270165,40.600154,-102.301143,0,11,57,0.813416628650415,Low,10,Low Risk
183205,2020-08-24 15:21:54,501802953619,fraud_Brown-Greenholt,entertainment,4.05,Robert,Flores,M,3277 Fields Meadows Apt. 790,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,1958-09-20,cabedd7d9cc9ffb5afb7b7cf7207a4ba,1377357714,42.358367,-123.703402,0,15,68,1.1212577418653555,Low,10,Low Risk
125658,2020-08-03 23:38:40,377895991033232,"fraud_Hettinger, McCullough and Fay",home,18.8,Kimberly,Myers,F,6881 King Isle Suite 228,Higganum,CT,6441,41.4682,-72.5751,5438,"Librarian, academic",1964-11-17,3756fbc4b6fa056e168d6543b1cf7ce0,1375573120,40.990827,-73.307909,0,23,62,0.8745821925982622,Medium,50,Medium Risk
339033,2020-10-29 14:50:38,30428204673351,fraud_Botsford PLC,home,85.54,Greg,Villarreal,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,1982-07-02,4a0b3515e362ff3b795ab1e00821eb91,1383058238,39.738446,-75.370723,0,14,44,1.087144152099898,Very High,40,Medium Risk
260003,2020-09-25 01:12:14,4836998673805450,fraud_Erdman-Kertzmann,gas_transport,68.0,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,dadac3333cc0655decdbb104c75cacb0,1380071534,46.17868,-86.934675,0,1,47,0.700733923129886,High,30,Medium Risk
422899,2020-12-02 05:18:07,3599237318576484,"fraud_Reilly, Heaney and Cole",gas_transport,61.1,Jessica,Smith,F,06808 Ryan Valleys,Dubre,KY,42731,36.8421,-85.5396,341,Insurance risk surveyor,1932-11-19,54d13814e4d82076a9787b3a5b2eb271,1385961487,36.352657,-85.18392,0,5,94,0.6050311666757309,High,0,Low Risk
241544,2020-09-16 13:05:36,4170689372027579,fraud_Jast-McDermott,shopping_pos,8.2,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,1993-05-10,aa87e2d4b2c25267ad5843abd2ef834a,1379336736,36.642676,-96.899122,0,13,33,1.135828562178287,Low,10,Low Risk
177805,2020-08-23 01:22:16,3540862542587229,fraud_Wolf Inc,grocery_pos,114.96,Nancy,Roach,F,376 Brown Courts,Yellowstone National Park,WY,82190,44.7957,-110.6137,369,Materials engineer,1941-11-16,ca8a2f31108c7e146a066d587ae60417,1377220936,44.516913,-109.859427,0,1,85,0.8041454780684856,Very High,70,High Risk
392429,2020-11-22 12:13:09,38295635583927,fraud_Ankunding LLC,shopping_net,4.65,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,d2cacf3aefcf5707d45ce66763d2a644,1385122389,33.362969,-99.601328,0,12,43,0.24626118968486355,Low,10,Low Risk
132968,2020-08-06 18:53:10,3533742182628021,fraud_Carroll PLC,health_fitness,20.96,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,a53b693f593f92ae7852e04c412aa62c,1375815190,33.266702,-80.678845,0,18,29,0.9594062096051806,Medium,20,Low Risk
502952,2020-12-20 15:38:46,374125201044065,fraud_Wilkinson LLC,personal_care,44.37,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",1970-07-20,7e1624afa0cc7d5990c397804f19da60,1387553926,38.649677,-77.199605,0,15,56,0.3683349977316934,Medium,20,Low Risk
106118,2020-07-28 01:53:34,4384910379661778,fraud_Huel-Langworth,misc_net,3.22,Michelle,Russell,F,55505 Christy Via,Hawley,MN,56549,46.9777,-96.4092,4508,Naval architect,1949-04-24,9efa89ddc30f28baf3e0cdf682c12cb9,1374976414,47.650609,-97.175238,0,1,77,1.0196179381145654,Low,40,Medium Risk
390008,2020-11-21 07:53:12,377895991033232,fraud_Luettgen PLC,gas_transport,81.63,Kimberly,Myers,F,6881 King Isle Suite 228,Higganum,CT,6441,41.4682,-72.5751,5438,"Librarian, academic",1964-11-17,c2be5084ff4a24cb9ff8e104ce217410,1385020392,42.31119,-73.372885,0,7,62,1.1606433760311499,High,0,Low Risk
321044,2020-10-21 07:37:53,4878364946692291,fraud_Jast Ltd,shopping_net,8.4,Tina,Alvarez,F,1976 Tyler Underpass,Early,IA,50535,42.4483,-95.1726,885,"Pilot, airline",1949-08-14,422bd7d1e34d595e6afa9c56a909a295,1382341073,42.901778,-95.899207,0,7,77,0.8565045411047154,Low,10,Low Risk
204563,2020-08-31 23:31:55,4998109455173950,fraud_Macejkovic-Lesch,shopping_pos,4.32,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987-11-18,8dba088415d8ad7a0d5e61ec205b593e,1377991915,38.833958,-95.45686,0,23,39,0.8704438487139817,Low,40,Medium Risk
280521,2020-10-04 08:49:45,4423489490781412,fraud_Kutch LLC,gas_transport,54.04,Christopher,Ortega,M,5045 Emily Wall,Princeton,IA,52768,41.6858,-90.3706,1426,Agricultural consultant,1957-03-06,0ba63b35289183fe032702c10486593a,1380876585,40.904989,-89.624579,0,8,69,1.0799134919807227,High,0,Low Risk
323531,2020-10-22 20:27:30,372520049757633,"fraud_Altenwerth, Cartwright and Koss",shopping_net,31.73,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,2000-02-20,51b5a196f3f02de443f051cd75e6958d,1382473650,49.356659,-93.699875,0,20,26,0.8541638584639389,Medium,20,Low Risk
204219,2020-08-31 21:52:45,30103132002433,fraud_Pacocha-Bauch,shopping_pos,4.61,Stephanie,Middleton,F,99736 Rose Shoals Apt. 504,Morrisdale,PA,16858,41.0001,-78.2357,3688,Dispensing optician,1987-10-26,23f4e0e158830222c59684f891a575db,1377985965,41.773557,-77.79382199999999,0,21,39,0.8907816217979535,Low,10,Low Risk
393094,2020-11-22 17:11:47,3501942333500073,fraud_Abbott-Rogahn,entertainment,28.75,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,58a4ced9be3f42191cc5b7b14b797643,1385140307,33.225338,-111.29063899999998,0,17,27,1.018068091516977,Medium,20,Low Risk
285325,2020-10-05 21:58:28,676195318214,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,2.85,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",1983-07-24,73afb226ec33f81ebc300d40df917002,1381010308,29.114614000000003,-96.391307,0,21,43,0.5079678897774931,Low,10,Low Risk
418367,2020-12-01 10:51:08,4018105808392773675,fraud_Conroy-Cruickshank,gas_transport,39.88,Katherine,Love,F,5884 Sandoval Square Apt. 371,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",1935-04-15,c96707f12234f53ddca7c2aa1092c58c,1385895068,40.242736,-74.813387,0,10,91,0.8067095817362141,Medium,20,Low Risk
43267,2020-07-06 09:16:07,4067137330196900,"fraud_Moore, Dibbert and Koepp",misc_net,34.77,Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,1986-11-12,9e9f00920b2125f7ea0a1ae027b1842d,1373102167,33.166736,-87.975328,0,9,40,0.8435334711082918,Medium,20,Low Risk
411825,2020-11-30 10:28:39,6592243974328236,fraud_Strosin-Cruickshank,grocery_pos,54.81,Philip,Hart,M,97405 Vazquez Plains,Montgomery,AL,36111,32.3374,-86.2715,214703,"Chemist, analytical",1994-10-07,ef62de2fb9289275d43d3892dcc0cf27,1385807319,32.155941,-86.060808,0,10,32,0.27806202104027994,High,0,Low Risk
539559,2020-12-28 12:56:16,4536996888716062123,fraud_Gaylord-Powlowski,home,83.95,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,f0dbe00ade760c66c524636d211e0018,1388235376,35.036041,-105.91113500000002,0,12,54,0.9629953804177902,Very High,40,Medium Risk
327878,2020-10-25 03:59:21,36078114201167,"fraud_Connelly, Reichert and Fritsch",gas_transport,55.43,Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,1926-06-26,2169246d05f0505af7ad559918673c22,1382673561,37.977949,-83.825924,0,3,100,1.1533017194026058,High,30,Medium Risk
280512,2020-10-04 08:44:14,3598895972308782,"fraud_Tillman, Dickinson and Labadie",gas_transport,60.65,Kenneth,Richards,M,994 Livingston Extensions Suite 918,Norwalk,OH,44857,41.2403,-82.6078,23805,Copy,1970-02-22,2670a2468bef723c626cb2b9ca4f410d,1380876254,40.598228000000006,-83.572461,0,8,56,1.1588042535756427,High,0,Low Risk
166152,2020-08-18 08:02:33,2256234701263057,fraud_Bins-Tillman,entertainment,2.37,Christopher,Grimes,M,39631 Dunn Radial,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,14b4a2636c2616271412d53ee1482b3c,1376812953,44.389723,-72.12218299999999,0,8,78,0.8794945332507714,Low,10,Low Risk
43059,2020-07-06 07:29:20,4239436242473,fraud_Welch Inc,misc_net,2.64,James,Leon,M,826 Benjamin Stravenue,Alexandria,VA,22311,38.832,-77.12,321490,"Scientist, biomedical",1991-10-04,386777d915e5bc946e4f7cbca91bfa41,1373095760,39.050357,-76.934217,0,7,35,0.28669688267924914,Low,10,Low Risk
128793,2020-08-04 20:06:16,3534330126107879,fraud_Kautzer and Sons,personal_care,79.42,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1978-01-15,10976aa348cc58706191fb16babffe01,1375646776,45.41997,-108.950673,0,20,48,0.1408275137499782,High,0,Low Risk
43347,2020-07-06 09:54:48,213124978348176,"fraud_Greenholt, Jacobi and Gleason",gas_transport,63.07,Steven,Arnold,M,079 Chelsea Rest,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,1962-06-04,e416bda1ac9b0680f9253148c4d73c35,1373104488,41.520996,-78.38549,0,9,64,0.8504110818398394,High,0,Low Risk
119978,2020-08-02 14:26:55,4471568287204,fraud_Collier LLC,home,26.65,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,1927-10-24,fd15c60d476a3c11cc50fac876d94fe0,1375453615,37.250444,-79.148792,0,14,99,0.8269990403863885,Medium,20,Low Risk
502924,2020-12-20 15:35:06,2242542703101233,"fraud_Ritchie, Oberbrunner and Cremin",travel,1.94,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996-04-10,508e7c83e5e331409e5e7df05411d37f,1387553706,38.355589,-84.936943,0,15,30,0.5332271298143011,Low,10,Low Risk
441338,2020-12-06 23:23:30,4890424426862856940,fraud_Hyatt-Blick,travel,7.34,Jeremy,Whitney,M,0371 Aimee Neck Suite 856,Sacramento,CA,95827,38.5662,-121.3286,757530,Magazine features editor,1979-04-30,705f05b0956db02e0381db1fdac7fa68,1386372210,38.888747,-121.593598,0,23,47,0.4174452146246296,Low,40,Medium Risk
508315,2020-12-21 13:44:57,4169388510116,"fraud_McCullough, Hudson and Schuster",food_dining,52.25,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,1962-09-27,8f1997f24813bdec2a186d785828af50,1387633497,42.333027,-76.346498,0,13,64,1.0713012856955801,High,0,Low Risk
398982,2020-11-24 16:03:15,3527536963490470,fraud_Williamson LLC,misc_pos,6.56,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,8b8a9e196ff11075d2e084820c40fec8,1385308995,32.500712,-80.869293,0,16,52,0.539529522262684,Low,10,Low Risk
273496,2020-09-30 14:40:10,4657269323674365,fraud_Kub-Heaney,health_fitness,19.13,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,1948-09-07,2007e458e61f6e3cad2d298d5d1204d9,1380552010,31.487790000000004,-84.171171,0,14,78,1.1487919173379508,Medium,20,Low Risk
